time	open	high	low	close	tick_volume	spread	real_volume	short_ma	long_ma	signal
2020-05-11 16:00:00	1705.5	1708.48	1691.53	1696.96	35645	18	0	1707.482		-1
2020-05-11 20:00:00	1696.92	1699.15	1693.53	1697.64	13180	18	0	1705.7040000000002		-1
2020-05-12 00:00:00	1697.67	1698.94	1693.61	1696.53	4019	18	0	1703.387		-1
2020-05-12 04:00:00	1696.29	1702.01	1694.98	1699.92	8287	18	0	1702.199		-1
2020-05-12 08:00:00	1700.01	1706.33	1697.79	1704.84	16348	18	0	1701.694		-1
2020-05-12 12:00:00	1704.81	1706.86	1698.57	1701.08	24894	18	0	1701.593		-1
2020-05-12 16:00:00	1701.1	1710.95	1700.19	1702.5	32078	18	0	1701.425		-1
2020-05-12 20:00:00	1702.47	1705.06	1698.16	1702.26	16096	18	0	1701.111		-1
2020-05-13 00:00:00	1702.09	1705.86	1700.79	1705.38	6000	18	0	1701.2620000000002		-1
2020-05-13 04:00:00	1705.4	1706.67	1700.14	1703.38	9577	18	0	1701.0490000000002		-1
2020-05-13 08:00:00	1703.21	1705.9	1698.93	1702.02	18143	18	0	1701.5549999999998		-1
2020-05-13 12:00:00	1702.07	1713.46	1699.56	1711.96	25375	18	0	1702.9869999999999		-1
2020-05-13 16:00:00	1711.97	1717.94	1702.45	1711.95	49790	18	0	1704.529		-1
2020-05-13 20:00:00	1712.03	1718.08	1709.31	1715.3	24882	18	0	1706.0669999999998		-1
2020-05-14 00:00:00	1715.31	1719.75	1714.71	1717.0	5618	18	0	1707.283		-1
2020-05-14 04:00:00	1717.01	1717.01	1711.12	1711.81	9298	18	0	1708.3559999999998		-1
2020-05-14 08:00:00	1711.77	1719.31	1711.56	1717.51	16347	18	0	1709.857		-1
2020-05-14 12:00:00	1717.52	1719.61	1711.0	1716.83	27764	18	0	1711.3139999999999		-1
2020-05-14 16:00:00	1716.78	1736.39	1713.7	1731.38	44455	18	0	1713.914		-1
2020-05-14 20:00:00	1731.32	1734.29	1728.52	1730.06	20664	18	0	1716.5819999999999		-1
2020-05-15 00:00:00	1730.06	1734.04	1728.69	1729.24	4500	18	0	1719.304		-1
2020-05-15 04:00:00	1729.14	1734.4	1728.61	1731.14	10377	18	0	1721.2220000000002		-1
2020-05-15 08:00:00	1730.89	1738.54	1730.14	1735.25	19564	18	0	1723.5520000000001		-1
2020-05-15 12:00:00	1735.18	1745.1	1730.13	1742.74	43525	18	0	1726.2959999999998		-1
2020-05-15 16:00:00	1742.76	1750.16	1733.58	1748.73	44057	18	0	1729.4689999999998	1708.7782	1
2020-05-15 20:00:00	1748.83	1751.68	1739.75	1741.85	22572	18	0	1732.473	1709.7017999999998	1
2020-05-18 00:00:00	1747.36	1759.89	1743.49	1754.77	11216	18	0	1736.1989999999998	1710.7507999999998	1
2020-05-18 04:00:00	1754.77	1763.71	1753.69	1760.51	15983	18	0	1740.5669999999998	1711.8668	1
2020-05-18 08:00:00	1760.46	1765.08	1758.98	1761.82	17145	18	0	1743.611	1713.0714	1
2020-05-18 12:00:00	1761.7	1764.85	1747.8	1748.96	28510	18	0	1745.5009999999997	1713.9920000000002	1
2020-05-18 16:00:00	1748.71	1751.66	1727.5	1731.01	55364	18	0	1745.6779999999999	1714.5388	1
2020-05-18 20:00:00	1730.91	1735.03	1728.01	1732.2	17433	18	0	1745.784	1715.2479999999998	1
2020-05-19 00:00:00	1732.05	1737.51	1731.4	1736.89	4593	18	0	1745.9479999999999	1716.2578	1
2020-05-19 04:00:00	1736.84	1740.26	1734.6	1735.43	11573	18	0	1745.217	1717.2626	1
2020-05-19 08:00:00	1735.39	1738.1	1725.6	1736.48	39295	18	0	1743.9920000000002	1718.1392	1
2020-05-19 12:00:00	1736.45	1738.77	1730.82	1735.3	34426	18	0	1743.337	1719.0106	1
2020-05-19 16:00:00	1735.24	1745.68	1733.17	1742.16	44498	18	0	1742.0760000000002	1720.0267999999999	1
2020-05-19 20:00:00	1742.11	1748.03	1740.5	1744.24	16200	18	0	1740.449	1720.955	1
2020-05-20 00:00:00	1744.07	1746.21	1743.2	1744.85	3365	18	0	1738.752	1721.5430000000001	1
2020-05-20 04:00:00	1744.77	1750.96	1744.77	1747.0	11494	18	0	1738.556	1722.178	1
